AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE,SortElement,ElementNameDE,IfcEntityIfc4.0Name,ElementDescriptionDE,ContainedInDE,Attributes,ModelNameDE,ModelDescriptionDE,FileNameDE,SortModels,SorrWorkflow,WorkflowNameDE,WorkflowSubheaderEN,WorkflowSubheaderDE,WorkflowDescriptionDE,Status,Selected
ThermalTransmittance_Wand / Raumtrennungen,ThermalTransmittance,1714,Gibt den U-Wert gemäss Wärmeschutzkonzept an.,Pset*Common,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Wand / Raumtrennungen,Architektur Gesamtmodell inkl. Räumen,Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell),29.0,Wand / Raumtrennungen,IfcWall,"Wände sind so zu modellieren, dass die Eigenschaften eindeutig zugeordnet werden können. ",Geschoss / Stockwerk,"PredefinedType_Wand / Raumtrennungen,Status_Wand / Raumtrennungen,FireRating_Wand / Raumtrennungen,External _Wand / Raumtrennungen,AcousticRating_Wand / Raumtrennungen,ThermalTransmittance_Wand / Raumtrennungen,LoadBearing_Wand / Raumtrennungen,Name_Wand / Raumtrennungen",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,9.0,,,,,,1.0
ThermalTransmittance_Architektonische Bauteil / Element (Allgemein),ThermalTransmittance,1714,Gibt den U-Wert gemäss Wärmeschutzkonzept an.,Pset*Common,,,,w/m2K,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),Architektur Gesamtmodell inkl. Räumen,Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell),25.0,Architektonische Bauteil / Element (Allgemein),,"Diese Vorgaben für nicht näher spezifizierte Elemente sind Richtlinien. Die exakte Einhaltung wird nicht streng geprüft. Ziel ist ein guter Datenaustausch zwischen Disziplinen durch möglichst standardkonforme Arbeit.
- Wählen Sie die passendste IfcEntität (z.B. IfcSlab)
- Nutzen Sie PredefinedType zur genaueren Spezifikation
- Pflegen Sie relevante Attribute
- Verwenden Sie einheitliche Bezeichnungen
- Modellieren Sie Bauteile geschossweise (z.B. Wände an Geschossgrenzen trennen)
- Wählen Sie den größtmöglichen geometrischen Abstraktionsgrad (z.B. Platzhalterelement statt Details)","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Architektonische Bauteil / Element (Allgemein),PredefinedType_Architektonische Bauteil / Element (Allgemein),Status_Architektonische Bauteil / Element (Allgemein),FireRating_Architektonische Bauteil / Element (Allgemein),External _Architektonische Bauteil / Element (Allgemein),AcousticRating_Architektonische Bauteil / Element (Allgemein),ThermalTransmittance_Architektonische Bauteil / Element (Allgemein),LoadBearing_Architektonische Bauteil / Element (Allgemein),* Alle Mengen berechnet aus Erstellersoftware_Architektonische Bauteil / Element (Allgemein)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,9.0,,,,,,1.0
NetArea_Bodenbeläge,NetArea,2000,Raumfläche exklusive Stützen usw.,Qto_CoveringBaseQuantities,,,,m2,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bodenbeläge,Architektur Gesamtmodell inkl. Räumen,Reinigung / Umgebungspflege,Grundleistung,Planer (CDE oder Modell),30.0,Bodenbeläge,IfcCovering,"Fussbodenbeläge Bodenbeläge werden erst als eigenes Element modelliert, wenn es unterschiedliche Bodenbeläge oder Aufbauten innerhalb eines Raumes gibt.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Floormaterial_Bodenbeläge,NetArea_Bodenbeläge,PredefinedType_Bodenbeläge",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,10.0,,,,,,1.0
Opens_Fenster / Oberlichter (eBKP-H: E03.01),Opens,202,Gibt an ob das Fenster öffenbar ist.,Cust_Element,"TRUE, FALSE",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),27.0,Fenster / Oberlichter (eBKP-H: E03.01),IfcWindow,"Alle Innen- und Aussenfenster.
- Der Glasanteil mit einem transparenten Material exportiert wird. 
- Jedes Fenster hat einen Bezug zum Raum.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Fenster / Oberlichter (eBKP-H: E03.01),Description_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),FireRating_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),Status_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),Area_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),Opens_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
HandicapAccessible_Raum,HandicapAccessible,1307,Gibt an ob der Raum Barrierefrei erreichbar ist.,Pset_SpaceCommon,"TRUE, FALSE",,IfcBoolean,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
NetPlannedArea_Raum,NetPlannedArea,1306,"Raumfläche gemäss Pflichtenheft z.B: ""30.00""",Pset_SpaceCommon,,,IfcAreaMeasure,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Raum,Architektur Gesamtmodell inkl. Räumen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Grundleistung,BBL,9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,7.0,,,,,,1.0
IsExternal_Aussenraum,IsExternal,1302,Angabe ob es sich bei dem Raum um einen Innenraum oder Aussenraum handelt.,Pset_SpaceCommon,"TRUE, FALSE",,IfcBoolean,,,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Aussenraum,Architektur Gesamtmodell inkl. Räumen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Grundleistung,Planer (CDE oder Modell),11.0,Aussenraum,IfcSpace,"Aussenräume wie Balkone, Terrassen sowie der gesamte Planungsperimeter muss mit Räumen für bearbeitete (BUF) und unbearbeitete Umgebungsfläche (UUF) im EG modelliert werden.
- Der Aussenraum wird als Volumenkörper mit einer Höhe von 1m modelliert. 
- Die Aussenräuem repräsentieren bearbeitet oder unbearbeitet Umgebungsflächen in Ausdehnung des Projektperimeter und sind nach den Raumtypen zu klassifzieren.
- Bei Geländen im Gefälle ist der Aussenraum in Projektion zu modellieren.
- Die bearbeitetn und unbearbeiteten Aussenräume sind im EG zu modellieren.
- Balkone/Terrassen usw. sind im jeweiligen Geschoss zu modellieren.",Geschoss / Stockwerk,"IsExternal_Aussenraum,Name_Aussenraum,Description_Aussenraum,GrossFloorArea_Aussenraum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,7.0,,,,,,1.0
HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive,1600,Gibt an ob das Fenster automatisch öffenbar ist.,Pset_WindowCommon,"TRUE, FALSE",,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell),27.0,Fenster / Oberlichter (eBKP-H: E03.01),IfcWindow,"Alle Innen- und Aussenfenster.
- Der Glasanteil mit einem transparenten Material exportiert wird. 
- Jedes Fenster hat einen Bezug zum Raum.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Fenster / Oberlichter (eBKP-H: E03.01),Description_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),FireRating_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),Status_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),Area_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),Opens_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,9.0,,,,,,1.0
Name_Aussenraum,Name,1,"Eindeutige Nummer des Raumes. z.B. 01.008 nach dem Schema Geschoss Fortlaufende Nummer


",,,,IfcLabel,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Aussenraum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),11.0,Aussenraum,IfcSpace,"Aussenräume wie Balkone, Terrassen sowie der gesamte Planungsperimeter muss mit Räumen für bearbeitete (BUF) und unbearbeitete Umgebungsfläche (UUF) im EG modelliert werden.
- Der Aussenraum wird als Volumenkörper mit einer Höhe von 1m modelliert. 
- Die Aussenräuem repräsentieren bearbeitet oder unbearbeitet Umgebungsflächen in Ausdehnung des Projektperimeter und sind nach den Raumtypen zu klassifzieren.
- Bei Geländen im Gefälle ist der Aussenraum in Projektion zu modellieren.
- Die bearbeitetn und unbearbeiteten Aussenräume sind im EG zu modellieren.
- Balkone/Terrassen usw. sind im jeweiligen Geschoss zu modellieren.",Geschoss / Stockwerk,"IsExternal_Aussenraum,Name_Aussenraum,Description_Aussenraum,GrossFloorArea_Aussenraum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
Name_Raum Typ gemäss Vorgabe DIN 277-SIA 0165,Name,1,Raum Typ Bezeichnung gemäss 03_Raumtypen DIN 277-SIA 0165,,BBL_Bau _281,,IfcLabel,,checked,checked,checked,checked,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Raum Typ gemäss Vorgabe DIN 277-SIA 0165,Architektur Gesamtmodell inkl. Räumen,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Grundleistung,Planer (CDE oder Modell),7.0,Raum Typ gemäss Vorgabe DIN 277-SIA 0165,IfcClassification,"Das Klassifikationssystem muss nach Bau 281d Weisung CAD-Daten – Anhang 3 Flächenbaum BBL 01.06.2018. Gemäss 03_Raumtypen exakt als: ""BBL_Bau _281"" bezeichnet werden. - Die modelierten Raum Elemente (ifcSpace) sind den Typen zuzuordnen und zu exportieren.",Projekt,Name_Raum Typ gemäss Vorgabe DIN 277-SIA 0165,Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,4.0,,,,,,1.0
FireRating_Fenster / Oberlichter (eBKP-H: E03.01),FireRating,1600,Gibt die Brandschutzeigenschaften gemäss VKF an.,Pset_WindowCommon,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,Visualisieren der Brandschutzabschnitte,Grundleistung,Planer (CDE oder Modell),27.0,Fenster / Oberlichter (eBKP-H: E03.01),IfcWindow,"Alle Innen- und Aussenfenster.
- Der Glasanteil mit einem transparenten Material exportiert wird. 
- Jedes Fenster hat einen Bezug zum Raum.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Fenster / Oberlichter (eBKP-H: E03.01),Description_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),FireRating_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),Status_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),Area_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),Opens_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,21.0,,,,,,1.0
Manufacturer_Bauteil Typ Architektur,Manufacturer,1100,"Name des Herstellers. z.B. ""Partner Kontakt""
info@musterunternehmer.ch",Pset_ManufacturerTypeInformation,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Architektur,Architektur Gesamtmodell inkl. Räumen,Identifizieren von verbauten Produkten,Grundleistung,Planer (CDE oder Modell),24.0,Bauteil Typ Architektur,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_Bauteil Typ Architektur,SerialNumber_Bauteil Typ Architektur,ModelLabel_Bauteil Typ Architektur,Manufacturer_Bauteil Typ Architektur,ModelReference_Bauteil Typ Architektur,Name_Bauteil Typ Architektur",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,18.0,,,,,,1.0
Name_Architektonische Bauteil / Element (Allgemein),Name,1,"Frei wählbar nach konsistenter Definition des Fachplaner. Entweder als Bauteiltyp oder wenn sinnvoll kann der Name mit einer eindeutige Nummer ergänzt werden. 
Beispiel: Fertigteilstützen Nr. 007, Lüftungsklappen Nr. 018, Brandschotts Nr. 321...",,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),25.0,Architektonische Bauteil / Element (Allgemein),,"Diese Vorgaben für nicht näher spezifizierte Elemente sind Richtlinien. Die exakte Einhaltung wird nicht streng geprüft. Ziel ist ein guter Datenaustausch zwischen Disziplinen durch möglichst standardkonforme Arbeit.
- Wählen Sie die passendste IfcEntität (z.B. IfcSlab)
- Nutzen Sie PredefinedType zur genaueren Spezifikation
- Pflegen Sie relevante Attribute
- Verwenden Sie einheitliche Bezeichnungen
- Modellieren Sie Bauteile geschossweise (z.B. Wände an Geschossgrenzen trennen)
- Wählen Sie den größtmöglichen geometrischen Abstraktionsgrad (z.B. Platzhalterelement statt Details)","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Architektonische Bauteil / Element (Allgemein),PredefinedType_Architektonische Bauteil / Element (Allgemein),Status_Architektonische Bauteil / Element (Allgemein),FireRating_Architektonische Bauteil / Element (Allgemein),External _Architektonische Bauteil / Element (Allgemein),AcousticRating_Architektonische Bauteil / Element (Allgemein),ThermalTransmittance_Architektonische Bauteil / Element (Allgemein),LoadBearing_Architektonische Bauteil / Element (Allgemein),* Alle Mengen berechnet aus Erstellersoftware_Architektonische Bauteil / Element (Allgemein)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
GrossFloorArea_Aussenraum,GrossFloorArea,2202,Raumfläche brutto [m2]: 200 ,Qto_SpaceBaseQuantities,,,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,21 Definition des Vorhabens / Machbarkeitsstudie","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 21 Definition des Vorhabens / Machbarkeitsstudie",Aussenraum,Architektur Gesamtmodell inkl. Räumen,Berechnen der Energiebezugsfläche,Grundleistung,Planer (CDE oder Modell),11.0,Aussenraum,IfcSpace,"Aussenräume wie Balkone, Terrassen sowie der gesamte Planungsperimeter muss mit Räumen für bearbeitete (BUF) und unbearbeitete Umgebungsfläche (UUF) im EG modelliert werden.
- Der Aussenraum wird als Volumenkörper mit einer Höhe von 1m modelliert. 
- Die Aussenräuem repräsentieren bearbeitet oder unbearbeitet Umgebungsflächen in Ausdehnung des Projektperimeter und sind nach den Raumtypen zu klassifzieren.
- Bei Geländen im Gefälle ist der Aussenraum in Projektion zu modellieren.
- Die bearbeitetn und unbearbeiteten Aussenräume sind im EG zu modellieren.
- Balkone/Terrassen usw. sind im jeweiligen Geschoss zu modellieren.",Geschoss / Stockwerk,"IsExternal_Aussenraum,Name_Aussenraum,Description_Aussenraum,GrossFloorArea_Aussenraum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,12.0,,,,,,1.0
